location_similarity,budget_similarity,smoking_match,pet_match,sleep_group_similarity,cleanliness_group_similarity,social_group_similarity,guest_group_similarity,sleep_similarity,cleanliness_similarity,social_similarity,guest_similarity,occupancy_ratio,target
0.5,0.0,0.0,0.0,1.0,0.6,0.8,1.0,1.0,0.6,0.8,1.0,1.0,1
1.0,0.0,0.0,0.0,0.4,0.6,0.6,0.4,0.4,0.6,0.6,0.4,1.0,1
0.5,0.4754,0.0,0.0,0.6,0.8,0.6,0.4,0.6,0.8,0.6,0.4,0.5,1
0.5,0.0,0.0,0.0,0.6,0.6,0.8,0.8,0.6,0.6,0.8,0.8,0.5,1
0.5,1.0,0.0,0.0,0.8,0.2,0.6,0.8,0.8,0.2,0.6,0.8,0.25,1
0.5,0.0,0.0,0.0,1.0,0.8,0.8,0.6,1.0,0.8,0.8,0.6,0.5,1
0.5,1.0,0.0,0.0,0.6,1.0,0.6,0.6,0.6,1.0,0.6,0.6,4.0,1
0.5,0.4461,0.0,0.0,0.4,0.8,0.4,0.4,0.4,0.8,0.4,0.4,4.0,1
0.5,1.0,0.0,0.0,0.6,1.0,0.8,0.8,0.6,1.0,0.8,0.8,4.0,1
0.5,1.0,0.0,0.0,0.6,1.0,0.6,0.6,0.6,1.0,0.6,0.6,4.0,1
0.5,0.7937,0.0,0.0,0.8,0.6,1.0,0.8,0.8,0.6,1.0,0.8,2.0,1
0.5,0.3216,0.0,0.0,0.8,0.4,1.0,0.8,0.8,0.4,1.0,0.8,2.0,1
0.5,0.0,0.0,0.0,0.6,1.0,0.6,0.6,0.6,1.0,0.6,0.6,1.5,1
0.5,0.0,0.0,0.0,0.6,1.0,0.6,0.6,0.6,1.0,0.6,0.6,1.5,1
0.5,0.0,0.0,0.0,1.0,0.6,1.0,1.0,1.0,0.6,1.0,1.0,1.5,1
0.5,0.5635,0.0,0.0,0.8,0.8,0.8,0.6,0.8,0.8,0.8,0.6,3.0,1
0.5,1.0,0.0,0.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,0.8,3.0,1
0.5,0.6338,0.0,0.0,0.8,0.8,0.8,0.6,0.8,0.8,0.8,0.6,3.0,1
0.5,0.0,0.0,0.0,0.6,0.6,0.8,1.0,0.6,0.6,0.8,1.0,0.75,1
0.5,0.0,0.0,0.0,0.4,0.2,0.6,0.8,0.4,0.2,0.6,0.8,0.75,1
0.5,0.0,0.0,0.0,0.2,0.6,0.8,1.0,0.2,0.6,0.8,1.0,0.75,1
0.5,0.9907,0.0,0.0,0.6,0.8,0.8,1.0,0.6,0.8,0.8,1.0,0.5,1
0.5,0.0,0.0,0.0,1.0,1.0,0.8,0.6,1.0,1.0,0.8,0.6,0.5,1
0.5,0.3617,0.0,0.0,0.6,0.8,0.8,0.4,0.6,0.8,0.8,0.4,1.0,1
0.5,0.0,0.0,0.0,0.2,0.6,0.6,0.4,0.2,0.6,0.6,0.4,0.25,1
0.5,1.0,0.0,0.0,0.4,0.8,0.8,1.0,0.4,0.8,0.8,1.0,1.0,1
1.0,0.4916,0.0,0.0,0.4,0.8,0.6,0.8,0.4,0.8,0.6,0.8,1.0,1
0.5,0.7824,0.0,0.0,0.8,0.6,0.6,0.6,0.8,0.6,0.6,0.6,3.0,1
0.5,1.0,0.0,0.0,0.8,0.8,0.4,0.4,0.8,0.8,0.4,0.4,3.0,1
0.5,0.9328,0.0,0.0,0.6,0.8,0.4,0.4,0.6,0.8,0.4,0.4,3.0,1
0.5,0.2559,0.0,0.0,0.4,0.4,0.8,0.8,0.4,0.4,0.8,0.8,0.5,1
0.5,1.0,0.0,0.0,0.8,0.4,0.8,0.8,0.8,0.4,0.8,0.8,1.0,1
0.5,0.6442,0.0,0.0,0.6,1.0,0.8,0.8,0.6,1.0,0.8,0.8,1.0,1
0.5,0.0,0.0,0.0,0.6,1.0,0.8,0.6,0.6,1.0,0.8,0.6,0.5,1
0.5,0.0064,0.0,0.0,1.0,1.0,0.8,0.6,1.0,1.0,0.8,0.6,2.0,1
0.5,0.9701,0.0,0.0,0.8,0.8,0.6,0.4,0.8,0.8,0.6,0.4,2.0,1
0.5,0.0,0.0,0.0,0.6,0.6,1.0,1.0,0.6,0.6,1.0,1.0,0.5,1
0.5,0.5101,0.0,0.0,0.6,0.6,0.8,1.0,0.6,0.6,0.8,1.0,0.25,1
0.5,0.3052,0.0,0.0,0.6,1.0,1.0,1.0,0.6,1.0,1.0,1.0,1.0,1
0.5,0.0,0.0,0.0,0.6,1.0,0.8,0.6,0.6,1.0,0.8,0.6,3.0,1
0.5,0.9891,0.0,0.0,0.4,0.8,0.8,0.6,0.4,0.8,0.8,0.6,3.0,1
0.5,0.1203,0.0,0.0,0.2,0.6,1.0,0.8,0.2,0.6,1.0,0.8,3.0,1
0.5,0.8053,0.0,0.0,0.2,0.8,0.6,0.4,0.2,0.8,0.6,0.4,1.0,1
0.5,1.0,0.0,0.0,0.8,0.4,0.8,0.4,0.8,0.4,0.8,0.4,2.0,1
0.5,0.9185,0.0,0.0,0.6,0.6,0.6,1.0,0.6,0.6,0.6,1.0,2.0,1
0.5,0.396,0.0,0.0,0.4,0.4,0.6,0.2,0.4,0.4,0.6,0.2,0.25,1
0.5,0.0,0.0,0.0,1.0,1.0,0.8,1.0,1.0,1.0,0.8,1.0,0.6667,1
0.5,0.0,0.0,0.0,1.0,1.0,0.8,0.6,1.0,1.0,0.8,0.6,0.6667,1
0.5,0.0,0.0,0.0,0.6,0.6,1.0,0.8,0.6,0.6,1.0,0.8,0.3333,1
0.5,0.9963,0.0,0.0,0.8,0.8,0.6,0.8,0.8,0.8,0.6,0.8,1.0,1
0.5,1.0,0.0,0.0,0.8,0.6,0.4,0.4,0.8,0.6,0.4,0.4,0.5,1
0.5,0.8914,0.0,0.0,1.0,0.8,0.6,0.8,1.0,0.8,0.6,0.8,2.0,1
0.5,1.0,0.0,0.0,1.0,0.8,0.8,1.0,1.0,0.8,0.8,1.0,2.0,1
0.5,0.5645,0.0,0.0,1.0,0.8,0.6,0.4,1.0,0.8,0.6,0.4,0.5,1
0.5,1.0,0.0,0.0,0.4,0.8,0.8,0.4,0.4,0.8,0.8,0.4,1.0,1
0.5,0.0,0.0,0.0,1.0,0.6,0.8,0.6,1.0,0.6,0.8,0.6,0.6667,1
0.5,0.0,0.0,0.0,1.0,0.6,0.4,0.2,1.0,0.6,0.4,0.2,0.6667,1
0.5,0.2933,0.0,0.0,1.0,1.0,0.4,0.6,1.0,1.0,0.4,0.6,1.0,1
0.5,0.0,0.0,0.0,1.0,0.8,0.8,0.8,1.0,0.8,0.8,0.8,0.5,1
0.5,1.0,0.0,0.0,0.4,1.0,0.6,0.4,0.4,1.0,0.6,0.4,1.0,1
0.5,1.0,0.0,0.0,0.2,1.0,0.6,0.6,0.2,1.0,0.6,0.6,0.5,1
0.5,0.0,0.0,0.0,0.6,0.8,0.8,0.8,0.6,0.8,0.8,0.8,0.5,1
0.5,0.4067,0.0,0.0,1.0,0.8,0.8,0.6,1.0,0.8,0.8,0.6,4.0,1
0.5,1.0,0.0,0.0,1.0,0.6,1.0,0.8,1.0,0.6,1.0,0.8,4.0,1
0.5,1.0,0.0,0.0,0.6,0.4,0.4,0.6,0.6,0.4,0.4,0.6,4.0,1
0.5,0.9229,0.0,0.0,0.6,0.6,0.4,0.6,0.6,0.6,0.4,0.6,4.0,1
0.5,1.0,0.0,0.0,0.6,0.4,0.4,0.4,0.6,0.4,0.4,0.4,4.0,1
0.5,1.0,0.0,0.0,0.6,0.4,0.4,0.4,0.6,0.4,0.4,0.4,4.0,1
0.5,1.0,0.0,0.0,1.0,0.6,0.6,0.6,1.0,0.6,0.6,0.6,4.0,1
0.5,1.0,0.0,0.0,0.8,0.4,0.2,0.2,0.8,0.4,0.2,0.2,4.0,1
0.5,1.0,0.0,0.0,1.0,0.8,0.6,0.6,1.0,0.8,0.6,0.6,4.0,1
0.5,1.0,0.0,0.0,0.6,0.8,1.0,1.0,0.6,0.8,1.0,1.0,4.0,1
0.5,0.8596,0.0,0.0,0.6,1.0,0.8,0.8,0.6,1.0,0.8,0.8,4.0,1
0.5,0.7519,0.0,0.0,0.8,0.6,0.8,0.8,0.8,0.6,0.8,0.8,4.0,1
0.5,0.7118,0.0,0.0,0.4,0.4,0.6,0.6,0.4,0.4,0.6,0.6,0.5,1
0.5,1.0,0.0,0.0,0.6,0.8,0.8,0.6,0.6,0.8,0.8,0.6,1.0,1
0.5,0.0,0.0,0.0,1.0,0.8,1.0,0.8,1.0,0.8,1.0,0.8,1.0,1
0.5,1.0,0.0,0.0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,4.0,1
0.5,0.97,0.0,0.0,0.2,1.0,0.6,0.6,0.2,1.0,0.6,0.6,4.0,1
0.5,0.0,0.0,0.0,0.6,1.0,0.8,0.8,0.6,1.0,0.8,0.8,4.0,1
0.5,0.1384,0.0,0.0,0.6,0.8,0.8,0.8,0.6,0.8,0.8,0.8,4.0,1
0.5,0.0,0.0,0.0,0.6,1.0,0.8,0.4,0.6,1.0,0.8,0.4,2.0,1
0.5,0.0,0.0,0.0,1.0,1.0,0.8,0.8,1.0,1.0,0.8,0.8,2.0,1
0.5,1.0,0.0,0.0,0.8,0.8,0.4,0.6,0.8,0.8,0.4,0.6,1.0,1
0.5,0.0,0.0,0.0,0.6,0.6,0.2,0.2,0.6,0.6,0.2,0.2,0.5,1
0.5,0.0,0.0,0.0,0.8,0.8,0.6,0.6,0.8,0.8,0.6,0.6,0.5,1
0.5,0.7794,0.0,0.0,1.0,0.6,1.0,0.8,1.0,0.6,1.0,0.8,2.0,1
0.5,1.0,0.0,0.0,0.6,0.6,0.4,0.6,0.6,0.6,0.4,0.6,2.0,1
0.5,1.0,0.0,0.0,0.6,0.4,0.4,0.2,0.6,0.4,0.4,0.2,1.0,1
0.5,0.3894,0.0,0.0,0.4,0.8,0.6,0.4,0.4,0.8,0.6,0.4,0.5,1
0.5,0.0,0.0,0.0,1.0,0.8,0.6,1.0,1.0,0.8,0.6,1.0,2.0,1
0.5,0.0,0.0,0.0,1.0,1.0,0.8,0.8,1.0,1.0,0.8,0.8,2.0,1
0.5,0.6733,0.0,0.0,0.2,0.4,0.4,0.2,0.2,0.4,0.4,0.2,2.0,1
0.5,0.6936,0.0,0.0,0.6,0.4,0.8,0.6,0.6,0.4,0.8,0.6,2.0,1
0.5,0.9851,0.0,0.0,0.2,0.6,0.6,0.6,0.2,0.6,0.6,0.6,3.0,1
0.5,0.5793,0.0,0.0,0.6,0.8,0.8,0.8,0.6,0.8,0.8,0.8,3.0,1
0.5,1.0,0.0,0.0,1.0,0.4,0.6,0.6,1.0,0.4,0.6,0.6,3.0,1
0.5,1.0,0.0,0.0,0.6,0.6,0.6,1.0,0.6,0.6,0.6,1.0,1.0,1
0.5,0.803,0.0,0.0,0.6,0.6,0.8,1.0,0.6,0.6,0.8,1.0,0.5,1
0.5,1.0,0.0,0.0,0.6,0.8,0.8,0.8,0.6,0.8,0.8,0.8,3.0,1
1.0,1.0,0.0,0.0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,3.0,1
0.5,0.7545,0.0,0.0,0.8,0.8,1.0,1.0,0.8,0.8,1.0,1.0,3.0,1
0.5,0.2181,0.0,0.0,0.6,0.6,1.0,1.0,0.6,0.6,1.0,1.0,1.0,1
0.5,0.8054,0.0,0.0,0.4,0.8,0.8,0.8,0.4,0.8,0.8,0.8,1.0,1
0.5,1.0,0.0,0.0,0.4,0.8,0.4,0.4,0.4,0.8,0.4,0.4,1.0,1
0.5,0.0,0.0,0.0,0.8,0.8,1.0,1.0,0.8,0.8,1.0,1.0,0.6667,1
0.5,0.0,0.0,0.0,0.8,0.6,0.8,0.8,0.8,0.6,0.8,0.8,0.6667,1
0.5,0.0,0.0,0.0,0.2,0.8,1.0,0.8,0.2,0.8,1.0,0.8,0.5,1
0.5,0.705,0.0,0.0,0.8,0.4,0.4,0.4,0.8,0.4,0.4,0.4,1.0,1
0.5,0.0,0.0,0.0,1.0,0.8,0.6,0.4,1.0,0.8,0.6,0.4,0.25,1
0.5,1.0,0.0,0.0,0.2,0.4,0.4,0.2,0.2,0.4,0.4,0.2,1.0,1
0.5,0.0,0.0,0.0,0.6,0.4,0.8,0.8,0.6,0.4,0.8,0.8,0.5,1
0.5,0.0,0.0,0.0,0.6,0.8,0.6,0.6,0.6,0.8,0.6,0.6,0.5,1
0.5,0.0,0.0,0.0,0.2,0.6,0.8,0.8,0.2,0.6,0.8,0.8,0.25,1
1.0,0.5362,0.0,0.0,0.2,0.8,0.8,0.8,0.2,0.8,0.8,0.8,1.0,1
0.5,1.0,0.0,0.0,0.8,1.0,0.6,0.8,0.8,1.0,0.6,0.8,1.0,1
0.5,0.0,0.0,0.0,0.6,0.6,0.8,0.8,0.6,0.6,0.8,0.8,0.25,1
0.5,1.0,0.0,0.0,0.6,1.0,0.6,0.8,0.6,1.0,0.6,0.8,2.0,1
0.5,0.6822,0.0,0.0,1.0,0.8,1.0,0.8,1.0,0.8,1.0,0.8,2.0,1
0.5,0.976,0.0,0.0,0.6,0.8,0.6,0.6,0.6,0.8,0.6,0.6,3.0,1
0.5,0.8741,0.0,0.0,0.6,0.8,0.6,0.6,0.6,0.8,0.6,0.6,3.0,1
0.5,0.854,0.0,0.0,0.6,1.0,0.6,0.6,0.6,1.0,0.6,0.6,3.0,1
0.5,0.0,0.0,0.0,0.6,0.8,1.0,0.8,0.6,0.8,1.0,0.8,0.25,1
0.5,0.8351,0.0,0.0,0.8,0.4,0.4,0.2,0.8,0.4,0.4,0.2,2.0,1
0.5,1.0,0.0,0.0,0.8,0.2,0.6,0.4,0.8,0.2,0.6,0.4,2.0,1
0.5,0.0,0.0,0.0,0.8,1.0,0.8,1.0,0.8,1.0,0.8,1.0,0.25,1
0.5,0.0,0.0,0.0,1.0,0.6,1.0,0.8,1.0,0.6,1.0,0.8,1.5,1
0.5,0.76,0.0,0.0,0.8,0.4,0.6,0.4,0.8,0.4,0.6,0.4,1.5,1
0.5,0.0,0.0,0.0,1.0,0.8,1.0,0.8,1.0,0.8,1.0,0.8,1.5,1
0.5,0.986,0.0,0.0,0.2,0.6,0.8,0.8,0.2,0.6,0.8,0.8,0.5,1
0.5,0.0,0.0,0.0,1.0,0.8,0.8,1.0,1.0,0.8,0.8,1.0,2.0,1
0.5,0.0,0.0,0.0,0.6,0.8,0.6,0.4,0.6,0.8,0.6,0.4,2.0,1
0.5,0.4961,0.0,0.0,0.4,0.8,0.8,0.4,0.4,0.8,0.8,0.4,0.25,1
0.5,0.0,0.0,0.0,1.0,0.8,0.8,0.8,1.0,0.8,0.8,0.8,2.0,1
0.5,0.5283,0.0,0.0,0.6,1.0,0.6,0.2,0.6,1.0,0.6,0.2,2.0,1
0.5,0.0,0.0,0.0,0.6,0.8,0.6,0.6,0.6,0.8,0.6,0.6,0.5,1
0.5,0.0,0.0,0.0,1.0,0.8,1.0,0.8,1.0,0.8,1.0,0.8,0.25,1
0.5,0.0,0.0,0.0,0.8,0.8,0.6,0.4,0.8,0.8,0.6,0.4,0.6667,1
0.5,0.0,0.0,0.0,1.0,1.0,0.8,0.6,1.0,1.0,0.8,0.6,0.6667,1
0.5,0.0119,0.0,0.0,0.6,0.8,0.4,0.2,0.6,0.8,0.4,0.2,0.75,1
0.5,1.0,0.0,0.0,0.8,0.6,0.6,0.4,0.8,0.6,0.6,0.4,0.75,1
0.5,0.0,0.0,0.0,1.0,0.8,1.0,0.8,1.0,0.8,1.0,0.8,0.75,1
0.5,0.0,0.0,0.0,1.0,1.0,0.8,0.8,1.0,1.0,0.8,0.8,2.0,1
0.5,0.5702,0.0,0.0,0.6,0.8,0.6,0.6,0.6,0.8,0.6,0.6,2.0,1
0.5,0.9205,0.0,0.0,0.4,0.4,0.6,0.6,0.4,0.4,0.6,0.6,0.5,1
1.0,1.0,0.0,0.0,0.6,0.8,0.6,0.2,0.6,0.8,0.6,0.2,1.0,1
0.5,0.0,0.0,0.0,0.6,1.0,1.0,0.8,0.6,1.0,1.0,0.8,0.25,1
0.5,0.6471,0.0,0.0,0.4,0.4,0.8,0.8,0.4,0.4,0.8,0.8,0.5,1
0.5,1.0,0.0,0.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,0.8,1.0,1
0.5,0.0,0.0,0.0,1.0,0.8,1.0,0.8,1.0,0.8,1.0,0.8,0.6667,1
0.5,0.0,0.0,0.0,0.6,0.8,0.4,0.2,0.6,0.8,0.4,0.2,0.6667,1
0.5,0.0,0.0,0.0,0.8,0.4,1.0,0.8,0.8,0.4,1.0,0.8,0.25,1
0.5,0.5825,0.0,0.0,0.8,0.8,0.6,0.6,0.8,0.8,0.6,0.6,0.75,1
0.5,0.0,0.0,0.0,1.0,1.0,0.8,0.8,1.0,1.0,0.8,0.8,0.75,1
0.5,0.0,0.0,0.0,1.0,1.0,0.6,0.6,1.0,1.0,0.6,0.6,0.75,1
0.5,0.0,0.0,0.0,0.6,0.8,0.8,0.8,0.6,0.8,0.8,0.8,1.0,1
0.5,0.4525,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
0.5,0.0,0.0,0.0,0.6,0.8,1.0,1.0,0.6,0.8,1.0,1.0,1.0,1
0.5,0.0,0.0,0.0,0.8,0.2,0.6,0.4,0.8,0.2,0.6,0.4,0.25,1
0.5,0.082,0.0,0.0,0.6,0.8,0.6,1.0,0.6,0.8,0.6,1.0,1.0,1
0.5,0.7131,0.0,0.0,0.8,0.8,0.8,1.0,0.8,0.8,0.8,1.0,2.0,1
0.5,1.0,0.0,0.0,0.6,1.0,1.0,0.8,0.6,1.0,1.0,0.8,2.0,1
0.5,0.8689,0.0,0.0,0.6,0.6,0.2,0.2,0.6,0.6,0.2,0.2,1.0,1
0.5,0.0,0.0,0.0,1.0,0.6,0.6,0.6,1.0,0.6,0.6,0.6,1.0,1
0.5,0.0,0.0,0.0,0.8,0.2,0.4,0.4,0.8,0.2,0.4,0.4,1.0,1
0.5,0.0,0.0,0.0,0.8,0.4,0.6,0.8,0.8,0.4,0.6,0.8,0.3333,1
0.5,1.0,0.0,0.0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,1.5,1
0.5,0.9152,0.0,0.0,0.6,0.8,0.6,1.0,0.6,0.8,0.6,1.0,1.5,1
0.5,1.0,0.0,0.0,1.0,0.6,0.8,0.4,1.0,0.6,0.8,0.4,1.5,1
0.5,0.8504,0.0,0.0,0.6,0.6,1.0,0.8,0.6,0.6,1.0,0.8,0.25,1
0.5,0.0,0.0,0.0,1.0,1.0,0.8,1.0,1.0,1.0,0.8,1.0,1.0,1
0.5,0.8147,0.0,0.0,0.6,1.0,1.0,1.0,0.6,1.0,1.0,1.0,1.0,1
0.5,0.0,0.0,0.0,0.6,0.4,0.6,0.4,0.6,0.4,0.6,0.4,1.5,1
0.5,0.0,0.0,0.0,0.6,0.6,0.4,0.2,0.6,0.6,0.4,0.2,1.5,1
0.5,0.4343,0.0,0.0,0.8,0.6,0.6,0.4,0.8,0.6,0.6,0.4,1.5,1
0.5,0.5136,0.0,0.0,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.6,1.0,1
0.5,0.0,0.0,0.0,0.6,0.6,1.0,0.8,0.6,0.6,1.0,0.8,0.3333,1
0.5,0.0,0.0,0.0,0.6,0.8,0.4,0.2,0.6,0.8,0.4,0.2,0.3333,1
0.5,0.0,0.0,0.0,1.0,0.8,0.8,1.0,1.0,0.8,0.8,1.0,1.5,1
0.5,0.0,0.0,0.0,0.6,0.6,0.6,0.4,0.6,0.6,0.6,0.4,1.5,1
0.5,0.0,0.0,0.0,0.6,0.6,0.6,0.4,0.6,0.6,0.6,0.4,1.5,1
0.5,0.0,0.0,0.0,1.0,1.0,0.8,1.0,1.0,1.0,0.8,1.0,0.3333,1
0.5,0.0,0.0,0.0,0.8,0.6,0.6,0.4,0.8,0.6,0.6,0.4,0.5,1
1.0,1.0,0.0,0.0,0.8,0.6,0.4,0.4,0.8,0.6,0.4,0.4,2.0,1
0.5,1.0,0.0,0.0,0.8,0.6,0.4,0.4,0.8,0.6,0.4,0.4,2.0,1
0.5,0.0,0.0,0.0,0.6,0.4,0.8,1.0,0.6,0.4,0.8,1.0,0.5,1
0.5,0.0,0.0,0.0,1.0,0.8,0.8,1.0,1.0,0.8,0.8,1.0,0.25,1
0.5,1.0,0.0,0.0,0.6,1.0,0.8,0.6,0.6,1.0,0.8,0.6,0.5,1
0.5,0.0,0.0,0.0,0.6,0.8,0.8,0.8,0.6,0.8,0.8,0.8,1.0,1
0.5,0.9321,0.0,0.0,0.8,0.2,1.0,0.8,0.8,0.2,1.0,0.8,2.0,1
0.5,0.0,0.0,0.0,1.0,0.8,0.6,0.8,1.0,0.8,0.6,0.8,2.0,1
0.5,0.0,0.0,0.0,0.4,0.8,0.6,0.8,0.4,0.8,0.6,0.8,1.0,1
0.5,0.0,0.0,0.0,0.6,1.0,0.8,1.0,0.6,1.0,0.8,1.0,1.0,1
0.5,0.0,0.0,0.0,0.6,0.6,1.0,0.8,0.6,0.6,1.0,0.8,0.3333,1
0.5,0.2773,0.0,0.0,1.0,1.0,0.8,0.6,1.0,1.0,0.8,0.6,2.0,1
0.5,0.3252,0.0,0.0,1.0,0.8,0.8,0.6,1.0,0.8,0.8,0.6,2.0,1
0.5,0.0,0.0,0.0,0.6,0.8,0.8,0.8,0.6,0.8,0.8,0.8,1.0,1
0.5,0.0,0.0,0.0,0.6,1.0,0.6,0.6,0.6,1.0,0.6,0.6,1.0,1
0.5,0.0,0.0,0.0,0.2,1.0,0.4,0.4,0.2,1.0,0.4,0.4,1.0,1
0.5,0.5113,0.0,0.0,1.0,0.6,0.8,0.8,1.0,0.6,0.8,0.8,1.0,1
0.5,0.0,0.0,0.0,0.6,0.6,1.0,0.8,0.6,0.6,1.0,0.8,0.5,1
0.5,1.0,0.0,0.0,0.6,1.0,0.6,0.6,0.6,1.0,0.6,0.6,3.0,1
0.5,0.9965,0.0,0.0,0.6,1.0,0.8,0.8,0.6,1.0,0.8,0.8,3.0,1
0.5,1.0,0.0,0.0,1.0,0.8,1.0,1.0,1.0,0.8,1.0,1.0,3.0,1
0.5,1.0,0.0,0.0,0.8,0.8,0.6,0.2,0.8,0.8,0.6,0.2,0.5,1
0.5,1.0,0.0,0.0,0.8,0.8,0.6,0.6,0.8,0.8,0.6,0.6,2.0,1
0.5,1.0,0.0,0.0,0.8,0.8,0.4,0.4,0.8,0.8,0.4,0.4,2.0,1
0.5,1.0,0.0,0.0,0.6,0.8,0.8,0.6,0.6,0.8,0.8,0.6,1.0,1
0.5,0.0,0.0,0.0,0.4,0.8,0.4,0.4,0.4,0.8,0.4,0.4,1.0,1
0.5,0.0,0.0,0.0,0.4,0.8,0.4,0.4,0.4,0.8,0.4,0.4,1.0,1
0.5,0.0,0.0,0.0,0.6,0.8,0.8,0.8,0.6,0.8,0.8,0.8,1.0,1
0.5,0.0507,0.0,0.0,1.0,0.8,1.0,1.0,1.0,0.8,1.0,1.0,1.3333,1
0.5,0.0,0.0,0.0,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,1.3333,1
0.5,0.0,0.0,0.0,0.4,0.6,0.4,0.4,0.4,0.6,0.4,0.4,1.3333,1
0.5,0.0,0.0,0.0,1.0,0.6,0.8,0.8,1.0,0.6,0.8,0.8,1.3333,1
0.5,0.0,0.0,0.0,0.8,0.6,0.6,0.4,0.8,0.6,0.6,0.4,1.0,1
0.5,0.0,0.0,0.0,0.6,0.8,0.8,1.0,0.6,0.8,0.8,1.0,1.0,1
0.5,0.0985,0.0,0.0,0.4,0.8,0.4,0.4,0.4,0.8,0.4,0.4,0.6667,1
0.5,0.0,0.0,0.0,0.6,0.8,0.8,0.8,0.6,0.8,0.8,0.8,0.6667,1
0.5,1.0,0.0,0.0,0.8,0.8,0.8,0.4,0.8,0.8,0.8,0.4,1.0,1
0.5,0.6386,0.0,0.0,0.6,0.8,1.0,0.8,0.6,0.8,1.0,0.8,2.0,1
0.5,0.0,0.0,0.0,1.0,0.8,0.8,0.6,1.0,0.8,0.8,0.6,2.0,1
0.5,0.9678,0.0,0.0,0.2,0.6,0.6,0.2,0.2,0.6,0.6,0.2,1.0,1
0.5,0.0,0.0,0.0,0.2,0.6,0.8,0.4,0.2,0.6,0.8,0.4,1.0,1
0.5,0.0,0.0,0.0,0.2,0.4,0.6,0.2,0.2,0.4,0.6,0.2,1.0,1
0.5,0.0,0.0,0.0,1.0,0.8,0.8,0.8,1.0,0.8,0.8,0.8,1.0,1
0.5,1.0,0.0,0.0,1.0,0.6,0.8,0.8,1.0,0.6,0.8,0.8,2.0,1
0.5,0.7628,0.0,0.0,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,2.0,1
0.5,0.0,0.0,0.0,0.6,1.0,0.8,0.8,0.6,1.0,0.8,0.8,0.25,1
0.5,0.7508,0.0,0.0,0.6,0.8,0.6,0.8,0.6,0.8,0.6,0.8,1.0,1
0.5,1.0,0.0,0.0,0.4,0.6,1.0,0.8,0.4,0.6,1.0,0.8,1.0,1
0.5,1.0,0.0,0.0,0.6,0.6,0.8,0.6,0.6,0.6,0.8,0.6,0.5,1
0.5,1.0,0.0,0.0,0.8,0.8,0.8,0.6,0.8,0.8,0.8,0.6,2.0,1
0.5,1.0,0.0,0.0,0.8,0.8,0.8,0.6,0.8,0.8,0.8,0.6,2.0,1
0.5,0.3964,0.0,0.0,1.0,0.8,0.6,0.6,1.0,0.8,0.6,0.6,1.0,1
0.5,1.0,0.0,0.0,0.6,1.0,0.8,0.6,0.6,1.0,0.8,0.6,3.0,1
